Age,Height,Weight,Gender,injury,equipment,level,Exercise
50,176,93,male,Upper,Body Only,Beginner,Arom Side lying Abduction
51,177,93,male,Lower,Body Only,Beginner,Air Squat
36,178,93,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
37,179,93,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
38,180,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
39,181,93,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,182,93,male,Upper,Body Only,Beginner,Arom Side lying Abduction
41,183,93,male,Lower,Body Only,Beginner,Air Squat
42,184,93,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
43,185,93,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,186,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,187,93,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,188,93,male,Upper,Body Only,Beginner,Arom Side lying Abduction
47,189,93,male,Lower,Body Only,Beginner,Air Squat
48,190,93,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
49,191,93,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
50,175,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
51,176,93,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,177,93,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
21,178,93,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
22,179,93,male,Upper,Dumbbells,Intermediate,Arnold Press
23,180,93,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
24,181,93,male,Upper,Dumbbells,Intermediate,Cuban Press
25,182,93,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
26,183,93,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
27,184,93,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
28,185,93,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
29,186,93,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
30,187,93,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
31,188,93,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
32,189,93,male,Abdominals & Lower Back,Body Only,Beginner,Superman
33,190,93,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
34,191,93,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
35,175,93,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
36,176,93,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
37,177,93,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
38,178,93,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
39,179,93,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
40,180,93,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
41,181,93,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
42,182,93,male,Lower,Body Only,Beginner,Heel Slide
43,183,93,male,Lower,Body Only,Intermediate,High Knees
44,184,93,male,Lower,Body Only,Advanced,Iron cross
45,185,93,male,Lower,Body Only,Intermediate,Isometric Squat
46,186,93,male,Lower,Body Only,Beginner,Hamstring Curl
47,187,93,male,Lower,Body Only,Intermediate,Kick Backs
48,188,93,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
49,189,93,male,Lower,Body Only,Intermediate,Lunges
50,190,93,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
51,155,79,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
36,156,79,female,Lower,Body Only,Advanced,Single Leg Squat
37,157,79,female,Lower,Body Only,Intermediate,Standing Hip Extension
38,158,79,female,Lower,Body Only,Beginner,Standing Quad Stretch
39,159,79,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
40,160,79,female,Lower,Body Only,Intermediate,Sumo Squat
41,161,79,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
42,162,79,female,Lower,Body Only,Advanced,leg pendulum Swing
43,163,79,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
44,164,79,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
45,165,79,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
46,166,79,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
47,167,79,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
48,168,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
49,169,79,female,Lower,Body Only,Beginner,Air Squat
50,170,79,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
51,171,79,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,155,79,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,156,79,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,157,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,158,79,female,Lower,Body Only,Beginner,Air Squat
24,159,79,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,160,79,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,161,79,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,162,79,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,163,79,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,164,79,female,Lower,Body Only,Beginner,Air Squat
30,165,79,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,166,79,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,167,79,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,168,79,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,169,79,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
35,170,79,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
36,171,79,female,Upper,Dumbbells,Intermediate,Arnold Press
37,155,79,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
38,156,79,female,Upper,Dumbbells,Intermediate,Cuban Press
39,157,79,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
40,158,79,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
41,159,79,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
42,160,79,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
43,161,79,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
44,162,79,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
45,163,79,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
46,164,79,female,Abdominals & Lower Back,Body Only,Beginner,Superman
47,165,79,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
48,166,79,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
49,167,79,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
50,168,79,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
51,169,79,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
36,170,79,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
37,171,79,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
38,175,94,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
39,176,94,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
40,177,94,male,Lower,Body Only,Beginner,Heel Slide
41,178,94,male,Lower,Body Only,Intermediate,High Knees
42,179,94,male,Lower,Body Only,Advanced,Iron cross
43,180,94,male,Lower,Body Only,Intermediate,Isometric Squat
44,181,94,male,Lower,Body Only,Beginner,Hamstring Curl
45,182,94,male,Lower,Body Only,Intermediate,Kick Backs
46,183,94,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
47,184,94,male,Lower,Body Only,Intermediate,Lunges
48,185,94,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
49,186,94,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
50,187,94,male,Lower,Body Only,Advanced,Single Leg Squat
51,188,94,male,Lower,Body Only,Intermediate,Standing Hip Extension
20,189,94,male,Lower,Body Only,Beginner,Standing Quad Stretch
21,190,94,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
22,191,94,male,Lower,Body Only,Intermediate,Sumo Squat
23,175,94,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
24,176,94,male,Lower,Body Only,Advanced,leg pendulum Swing
25,177,94,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
26,178,94,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
27,179,94,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
28,180,94,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
29,181,94,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
30,182,94,male,Upper,Body Only,Beginner,Arom Side lying Abduction
31,183,94,male,Lower,Body Only,Beginner,Air Squat
32,184,94,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,185,94,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,186,94,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,187,94,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
36,188,94,male,Upper,Body Only,Beginner,Arom Side lying Abduction
37,189,94,male,Lower,Body Only,Beginner,Air Squat
38,190,94,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
39,191,94,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
40,175,94,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
41,176,94,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
42,177,94,male,Upper,Body Only,Beginner,Arom Side lying Abduction
43,178,94,male,Lower,Body Only,Beginner,Air Squat
44,179,94,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
45,180,94,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
46,181,94,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,182,94,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
48,183,94,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
49,184,94,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
50,185,94,male,Upper,Dumbbells,Intermediate,Arnold Press
51,186,94,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
36,187,94,male,Upper,Dumbbells,Intermediate,Cuban Press
37,188,94,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
38,189,94,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
39,190,94,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
40,155,80,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
41,156,80,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
42,157,80,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
43,158,80,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
44,159,80,female,Abdominals & Lower Back,Body Only,Beginner,Superman
45,160,80,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
46,161,80,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
47,162,80,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
48,163,80,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
49,164,80,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
50,165,80,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
51,166,80,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
20,167,80,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
21,168,80,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
22,169,80,female,Lower,Body Only,Beginner,Heel Slide
23,170,80,female,Lower,Body Only,Intermediate,High Knees
24,171,80,female,Lower,Body Only,Advanced,Iron cross
25,155,80,female,Lower,Body Only,Intermediate,Isometric Squat
26,156,80,female,Lower,Body Only,Beginner,Hamstring Curl
27,157,80,female,Lower,Body Only,Intermediate,Kick Backs
28,158,80,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
29,159,80,female,Lower,Body Only,Intermediate,Lunges
30,160,80,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
31,161,80,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
32,162,80,female,Lower,Body Only,Advanced,Single Leg Squat
33,163,80,female,Lower,Body Only,Intermediate,Standing Hip Extension
34,164,80,female,Lower,Body Only,Beginner,Standing Quad Stretch
35,165,80,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
36,166,80,female,Lower,Body Only,Intermediate,Sumo Squat
37,167,80,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
38,168,80,female,Lower,Body Only,Advanced,leg pendulum Swing
39,169,80,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
40,170,80,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
41,171,80,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
42,155,80,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
43,156,80,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
44,157,80,female,Upper,Body Only,Beginner,Arom Side lying Abduction
45,158,80,female,Lower,Body Only,Beginner,Air Squat
46,159,80,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
47,160,80,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
48,161,80,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
49,162,80,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
50,163,80,female,Upper,Body Only,Beginner,Arom Side lying Abduction
51,164,80,female,Lower,Body Only,Beginner,Air Squat
36,165,80,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
37,166,80,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
38,167,80,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
39,168,80,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,169,80,female,Upper,Body Only,Beginner,Arom Side lying Abduction
41,170,80,female,Lower,Body Only,Beginner,Air Squat
42,171,80,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
43,175,95,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,176,95,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,177,95,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,178,95,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
47,179,95,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
48,180,95,male,Upper,Dumbbells,Intermediate,Arnold Press
49,181,95,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
50,182,95,male,Upper,Dumbbells,Intermediate,Cuban Press
51,183,95,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
20,184,95,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
21,185,95,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
22,186,95,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
23,187,95,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
24,188,95,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
25,189,95,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
26,190,95,male,Abdominals & Lower Back,Body Only,Beginner,Superman
27,191,95,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
28,175,95,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
29,176,95,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
30,177,95,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
31,178,95,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
32,179,95,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
33,180,95,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
34,181,95,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
35,182,95,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
36,183,95,male,Lower,Body Only,Beginner,Heel Slide
37,184,95,male,Lower,Body Only,Intermediate,High Knees
38,185,95,male,Lower,Body Only,Advanced,Iron cross
39,186,95,male,Lower,Body Only,Intermediate,Isometric Squat
40,187,95,male,Lower,Body Only,Beginner,Hamstring Curl
41,188,95,male,Lower,Body Only,Intermediate,Kick Backs
42,189,95,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
43,190,95,male,Lower,Body Only,Intermediate,Lunges
44,191,95,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
45,175,95,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
46,176,95,male,Lower,Body Only,Advanced,Single Leg Squat
47,177,95,male,Lower,Body Only,Intermediate,Standing Hip Extension
48,178,95,male,Lower,Body Only,Beginner,Standing Quad Stretch
49,179,95,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
50,180,95,male,Lower,Body Only,Intermediate,Sumo Squat
51,181,95,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
36,182,95,male,Lower,Body Only,Advanced,leg pendulum Swing
37,183,95,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
38,184,95,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
39,185,95,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
40,186,95,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
41,187,95,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
42,188,95,male,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
43,189,95,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
44,190,95,male,Upper,Dumbbells,Intermediate,Arnold Press
45,155,81,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
46,156,81,female,Upper,Dumbbells,Intermediate,Cuban Press
47,157,81,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
48,158,81,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
49,159,81,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
50,160,81,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
51,161,81,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
20,162,81,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
21,163,81,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
22,164,81,female,Abdominals & Lower Back,Body Only,Beginner,Superman
23,165,81,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
24,166,81,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
25,167,81,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
26,168,81,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
27,169,81,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
28,170,81,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
29,171,81,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
30,155,81,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
31,156,81,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
32,157,81,female,Lower,Body Only,Beginner,Heel Slide
33,158,81,female,Lower,Body Only,Intermediate,High Knees
34,159,81,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,160,81,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
36,161,81,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
37,162,81,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
38,163,81,female,Upper,Body Only,Beginner,Arom Side lying Abduction
39,164,81,female,Lower,Body Only,Beginner,Air Squat
40,165,81,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
41,166,81,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
42,167,81,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,168,81,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
44,169,81,female,Upper,Body Only,Beginner,Arom Side lying Abduction
45,170,81,female,Lower,Body Only,Beginner,Air Squat
46,171,81,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
47,155,81,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
48,156,81,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
49,157,81,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
50,158,81,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
51,159,81,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
36,160,81,female,Upper,Dumbbells,Intermediate,Arnold Press
37,161,81,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
38,162,81,female,Upper,Dumbbells,Intermediate,Cuban Press
39,163,81,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
40,164,81,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
41,165,81,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
42,166,81,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
43,167,81,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
44,168,81,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
45,169,81,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
46,170,81,female,Abdominals & Lower Back,Body Only,Beginner,Superman
47,171,81,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
48,175,96,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
49,176,96,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
50,177,96,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
51,178,96,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
20,179,96,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
21,180,96,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
22,181,96,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
23,182,96,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
24,183,96,male,Lower,Body Only,Beginner,Heel Slide
25,184,96,male,Lower,Body Only,Intermediate,High Knees
26,185,96,male,Lower,Body Only,Advanced,Iron cross
27,186,96,male,Lower,Body Only,Intermediate,Isometric Squat
28,187,96,male,Lower,Body Only,Beginner,Hamstring Curl
29,188,96,male,Lower,Body Only,Intermediate,Kick Backs
30,189,96,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
31,190,96,male,Lower,Body Only,Intermediate,Lunges
32,191,96,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
33,175,96,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
34,176,96,male,Lower,Body Only,Advanced,Single Leg Squat
35,177,96,male,Lower,Body Only,Intermediate,Standing Hip Extension
36,178,96,male,Lower,Body Only,Beginner,Standing Quad Stretch
37,179,96,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
38,180,96,male,Lower,Body Only,Intermediate,Sumo Squat
39,181,96,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
40,182,96,male,Lower,Body Only,Advanced,leg pendulum Swing
41,183,96,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
42,184,96,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
43,185,96,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
44,186,96,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
45,187,96,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
46,188,96,male,Lower,Body Only,Advanced,Iron cross
47,189,96,male,Lower,Body Only,Intermediate,Isometric Squat
48,190,96,male,Lower,Body Only,Beginner,Hamstring Curl
49,191,96,male,Lower,Body Only,Intermediate,Kick Backs
50,175,96,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
51,176,96,male,Lower,Body Only,Intermediate,Lunges
36,177,96,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
37,178,96,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
38,179,96,male,Lower,Body Only,Advanced,Single Leg Squat
39,180,96,male,Lower,Body Only,Intermediate,Standing Hip Extension
40,181,96,male,Lower,Body Only,Beginner,Standing Quad Stretch
41,182,96,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
42,183,96,male,Lower,Body Only,Intermediate,Sumo Squat
43,184,96,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
44,185,96,male,Lower,Body Only,Advanced,leg pendulum Swing
45,186,96,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
46,187,96,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
47,188,96,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
48,189,96,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
49,190,96,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
50,155,82,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
51,156,82,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
20,157,82,female,Abdominals & Lower Back,Body Only,Beginner,Superman
21,158,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
22,159,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
23,160,82,female,Lower,Body Only,Advanced,Single Leg Squat
24,161,82,female,Lower,Body Only,Intermediate,Standing Hip Extension
25,162,82,female,Lower,Body Only,Beginner,Standing Quad Stretch
26,163,82,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
27,164,82,female,Lower,Body Only,Intermediate,Sumo Squat
28,165,82,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
29,166,82,female,Lower,Body Only,Advanced,leg pendulum Swing
30,167,82,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
31,168,82,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
32,169,82,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
33,170,82,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
34,171,82,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
35,155,82,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
36,156,82,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
37,157,82,female,Abdominals & Lower Back,Body Only,Beginner,Superman
38,158,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
39,159,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
40,160,82,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
41,161,82,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
42,162,82,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
43,163,82,female,Abdominals & Lower Back,Body Only,Beginner,Superman
44,164,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
45,165,82,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
46,166,82,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
47,167,82,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
